SalePrice,id
120205.9763333923,1461
152210.63458572616,1462
184816.69243792782,1463
197498.97195110787,1464
201119.05686684826,1465
168941.70404714363,1466
178485.56848594936,1467
159590.2323884537,1468
195253.7090637494,1469
122106.46910894426,1470
172266.00336368664,1471
96560.38652061381,1472
95103.68690153564,1473
142692.5881555579,1474
104591.02843430988,1475
358936.81234458974,1476
251927.1599134641,1477
311258.9912946174,1478
305205.5253434674,1479
485346.65939563577,1480
334064.26814451546,1481
211897.10771995597,1482
181590.0462025622,1483
160394.187000712,1484
193033.75335292966,1485
189546.33387026397,1486
346553.60743758746,1487
238516.57473528336,1488
192831.12141760514,1489
250693.52769297137,1490
195490.2520775476,1491
95925.64767573461,1492
183218.15445588678,1493
306348.57799672586,1494
290501.4732014596,1495
233349.90709447363,1496
182519.99231388542,1497
191225.69659786075,1498
172296.1980854935,1499
160220.30009644243,1500
178243.37179072975,1501
141559.49386859208,1502
307354.7075398584,1503
239731.4155129959,1504
229295.0283842035,1505
190357.693854703,1506
238840.96201155268,1507
202405.1279679189,1508
157096.46694748514,1509
146456.0092346331,1510
167147.53119856396,1511
172786.34026344682,1512
151437.45556848677,1513
158484.82100673966,1514
186135.2363410802,1515
154773.2100056179,1516
171320.2033398223,1517
129950.19223517402,1518
204724.58442308946,1519
128443.02131840239,1520
132209.79635479988,1521
175807.83000178033,1522
115652.50235401337,1523
126248.0314414772,1524
117556.88460427827,1525
110661.17304787111,1526
109413.7206961942,1527
132340.13750717684,1528
156385.67597715827,1529
190519.48559448647,1530
108857.96897034421,1531
94228.89774462105,1532
148495.70140907116,1533
124904.91531370855,1534
145665.7523427731,1535
107088.62249246999,1536
58571.70580764696,1537
151844.8937934967,1538
194042.9124141828,1539
85982.00936958972,1540
139423.53091162274,1541
149709.33343916567,1542
178347.13494330304,1543
86729.97672897943,1544
118040.72704892166,1545
138091.31256387586,1546
132699.81329281905,1547
140311.96444133692,1548
120933.44609350101,1549
138787.61626014652,1550
103613.5541235481,1551
139233.00040487602,1552
144196.61869972316,1553
116533.20855999633,1554
162907.29994721393,1555
83796.60802336212,1556
118864.98556724579,1557
104558.30461391996,1558
62282.48652643491,1559
128854.89539520185,1560
119561.46642365301,1561
128688.96647252723,1562
119434.97542322164,1563
159191.00224283876,1564
155348.72487740166,1565
237870.2382363167,1566
78445.82892962854,1567
244181.9796781203,1568
133066.54765147244,1569
131988.0558722755,1570
110649.49141199287,1571
139366.3420504561,1572
224683.3126346028,1573
119248.4643454138,1574
241515.99038494477,1575
232071.07711279107,1576
175751.59412758163,1577
147702.37642241392,1578
154501.88418612038,1579
197745.09506381626,1580
156539.6616215911,1581
127308.85085069052,1582
282697.6433170922,1583
214319.51223537265,1584
135277.23441471418,1585
73795.48936208537,1586
112670.19631094784,1587
146468.13139095847,1588
97974.77201443005,1589
127967.56804367923,1590
92987.91240373647,1591
119276.68504034111,1592
133048.6440962083,1593
127594.95823772934,1594
112391.74622645203,1595
210709.74722595434,1596
205811.28970350005,1597
232072.4802797812,1598
166303.7362339081,1599
158826.57452584442,1600
65340.857967529264,1601
118144.26016822789,1602
65978.69712465114,1603
261484.05877545878,1604
230799.73988811325,1605
165082.05245410555,1606
178314.54663814174,1607
218010.12585474903,1608
180993.23714524938,1609
154966.86669337703,1610
136156.7295145868,1611
171988.4064418499,1612
166721.34683875344,1613
124188.64412375083,1614
91678.5968959197,1615
78683.62847958923,1616
91764.9466280547,1617
138435.5363986159,1618
142359.8526616161,1619
146924.53611420738,1620
131715.01063722986,1621
145027.0678643484,1622
247167.9404340442,1623
203642.05601240858,1624
114792.65834581347,1625
170702.37162845684,1626
193667.38072583117,1627
276822.1050409223,1628
182675.71898087926,1629
348626.83883329993,1630
237493.72430382317,1631
252985.8129536006,1632
174916.8850113059,1633
185634.78549080834,1634
173907.08292592227,1635
151004.04161707097,1636
205279.148951091,1637
181011.32979325097,1638
186601.8551136559,1639
243047.12457117383,1640
181900.03505400068,1641
253587.24906235017,1642
225998.49006018307,1643
251016.99422970807,1644
198006.12155022664,1645
155993.3716405759,1646
159224.84679963507,1647
129949.54828092243,1648
141787.77823263558,1649
114476.94401633096,1650
117895.43114553436,1651
97378.32354576359,1652
98837.73373162078,1653
143940.3013642739,1654
126794.46256174517,1655
141160.35034901995,1656
150111.76531699728,1657
147014.49939259165,1658
115675.08979869282,1659
156490.25939448478,1660
433011.8520612889,1661
399854.5037135849,1662
380076.47624178865,1663
502912.2497073016,1664
313140.10997649195,1665
313859.12803694577,1666
377394.1874988952,1667
349824.38229481137,1668
320194.14538836456,1669
355313.8336086614,1670
269727.9321052903,1671
419358.32939982775,1672
291747.33003423485,1673
241247.088663781,1674
202198.7406058669,1675
197103.73287243652,1676
223719.92352132848,1677
459583.54143967986,1678
402073.0604660285,1679
322914.54625473433,1680
250157.8663291417,1681
331215.2963382925,1682
187706.15466899818,1683
175286.36362965524,1684
172429.04892463863,1685
167201.6330347734,1686
170532.97117851258,1687
184624.62570465356,1688
189790.47376882058,1689
196435.65891382084,1690
186742.03356659765,1691
254282.2028864547,1692
171514.49072298853,1693
183811.24908816666,1694
168354.75824724286,1695
279432.0392718584,1696
172707.56451745232,1697
342555.90707981883,1698
320113.4558922205,1699
262317.19139934937,1700
275172.87457738235,1701
237295.11563263068,1702
240140.87153971998,1703
270626.5247073181,1704
238628.97047514125,1705
274123.57911107026,1706
205630.80099968752,1707
203950.9368626683,1708
257789.44724844952,1709
217751.20741510423,1710
281397.68800424546,1711
253284.87444389713,1712
286231.57749733416,1713
229397.61104011117,1714
210142.61253482528,1715
183299.62157641968,1716
175771.89840568087,1717
140143.87831764232,1718
209327.84358799033,1719
213828.52078030317,1720
151980.05420969133,1721
122224.57563984295,1722
150433.1550007145,1723
200680.44598363922,1724
237189.105533318,1725
183257.26184289693,1726
156055.0738065398,1727
165075.33701769038,1728
172785.12382257654,1729
147586.04897547473,1730
114589.34901211566,1731
126218.19981123191,1732
109408.6504857091,1733
124082.43317016175,1734
113777.54018867719,1735
103132.26288147866,1736
291017.4554518187,1737
278697.0946246764,1738
227930.42555268,1739
215258.42025903933,1740
193033.23047170546,1741
173182.89276795142,1742
177294.96546156413,1743
378861.65905898117,1744
214989.32588297199,1745
182386.44773956534,1746
216739.62722567123,1747
212624.98397632703,1748
139878.91807343427,1749
121293.23481138652,1750
244400.2377547811,1751
113409.52160263255,1752
153168.83702181547,1753
191206.7371389175,1754
171847.2805047322,1755
129057.19982138342,1756
121501.4494909957,1757
150382.05855142797,1758
167898.92973564038,1759
164279.65553164674,1760
144791.44302144882,1761
181698.80361256242,1762
195743.13869949317,1763
118147.83114944142,1764
152886.22908865742,1765
195372.79138309893,1766
215559.32052471506,1767
140231.9353854901,1768
171149.8389522032,1769
152574.3774504327,1770
