id,price_doc
30474,5337650.5
30475,8065979.5
30476,4950928.0
30477,5202302.0
30478,5290080.5
30479,8279155.5
30480,4458375.0
30481,4361980.0
30482,4069226.0
30483,4755243.5
30484,6579482.0
30485,5037846.0
30486,3719286.25
30487,3869814.5
30488,5821170.5
30489,6164251.0
30490,21124536.0
30491,16899612.0
30492,5348943.0
30493,11723827.0
30494,6811124.5
30495,9858171.0
30496,8235238.5
30497,7845899.0
30498,4446061.5
30499,7170747.0
30500,9975612.0
30501,6473289.5
30502,3367290.25
30503,5669585.5
30504,5443004.5
30505,11577697.0
30506,3128212.5
30507,4902094.5
30508,5346602.0
30509,7459306.5
30510,9101124.0
30511,5994304.0
30512,5902918.5
30513,4488331.5
30514,3462827.25
30515,9653566.0
30516,5696663.0
30517,9783226.0
30518,6739828.0
30519,4565600.0
30520,6349986.0
30521,5005572.5
30522,7544485.0
30523,5199024.0
30524,9308620.0
30525,10132783.0
30526,5211757.0
30527,5026913.5
30528,5934250.5
30529,6069719.0
30530,6155697.5
30531,15604208.0
30532,4601044.0
30533,8590523.0
30534,6700049.5
30535,9182150.0
30536,5562169.0
30537,11272329.0
30538,4219869.0
30539,9150540.0
30540,9221429.0
30541,3802769.25
30542,2136060.75
30543,5161950.5
30544,6157529.5
30545,7785881.0
30546,4287426.0
30547,8363361.5
30548,4656265.5
30549,5069854.0
30550,11700371.0
30551,5238096.5
30552,2132596.25
30553,6236514.5
30554,7544060.5
30555,6184117.5
30556,8321838.5
30557,7256429.5
30558,8929298.0
30559,5395164.0
30560,5735618.0
30561,6148915.0
30562,11037364.0
30563,4242809.5
30564,7053518.5
30565,6376572.0
30566,7534828.5
30567,2129405.5
30568,8025718.5
30569,8971944.0
30570,6361150.5
30571,6528908.5
30572,5117195.5
30573,6390245.0
30574,5633684.0
30575,6340769.5
30576,4378735.0
30577,3394668.25
30578,3134953.25
30579,6681366.5
30580,3740212.0
30581,5186465.0
30582,11217102.0
30583,7000583.5
30584,3919876.75
30585,2607216.75
30586,8350195.5
30587,5600845.5
30588,7352574.0
30589,7050673.5
30590,11948494.0
30591,5054304.0
30592,6127127.5
30593,8315174.5
30594,7414214.0
30595,5449034.5
30596,6622882.0
30597,6390245.0
30598,9421402.0
30599,11563132.0
30600,5038389.0
30601,5653458.0
30602,2158887.25
30603,12216945.0
30604,4252292.5
30605,6756715.0
30606,11176376.0
30607,5824552.0
30608,8713605.0
30609,6169238.0
30610,2936507.0
30611,5346602.0
30612,6637570.5
30613,7253281.0
30614,18464338.0
30615,7062073.0
30616,5390864.5
30617,9354826.0
30618,4583486.5
30619,4300062.5
30620,2814536.25
30621,7518068.5
30622,5944406.5
30623,5272010.0
30624,6512380.0
30625,7887168.0
30626,5960306.5
30627,4486020.5
30628,6381682.0
30629,4825740.0
30630,4527401.0
30631,6139317.0
30632,3931246.25
30633,5382311.0
30634,10475050.0
30635,9250443.0
30636,5062983.0
30637,8712201.0
30638,5505584.0
30639,6648847.5
30640,4626749.5
30641,7912617.5
30642,6123161.0
30643,7155670.5
30644,9421402.0
30645,6703935.5
30646,4894120.5
30647,4974654.0
30648,22943636.0
30649,2647582.5
30650,4872730.0
30651,3214782.75
30652,4525730.5
30653,6859584.0
30654,4384175.5
30655,11773889.0
30656,4054084.5
30657,5501007.5
30658,8965666.0
30659,5088988.0
30660,8013986.0
30661,6656029.5
30662,8394069.0
30663,12897195.0
30664,8354855.5
30665,6207007.5
30666,2765502.25
30667,4256418.5
30668,7994414.0
30669,4117793.5
30670,2324723.25
