id,price_doc
30474,2668299.25
30475,3642913.0
30476,2274429.75
30477,2450103.75
30478,3179393.5
30479,2351608.25
30480,2207886.75
30481,3298006.75
30482,3984998.0
30483,4079445.25
30484,2021963.0
30485,3179393.5
30486,3312974.0
30487,2475365.5
30488,3489527.25
30489,3011515.75
30490,2426605.75
30491,2078394.5
30492,2483888.0
30493,2160116.75
30494,3179393.5
30495,2249270.0
30496,2627164.25
30497,2714294.75
30498,2597364.25
30499,1894219.625
30500,3422777.75
30501,2592790.5
30502,3083834.75
30503,2699283.75
30504,3016258.5
30505,3204235.25
30506,3742263.5
30507,2775590.0
30508,2207886.75
30509,2454648.0
30510,2021963.0
30511,2998633.75
30512,3084184.75
30513,2287747.75
30514,2937495.75
30515,2021963.0
30516,2696646.5
30517,2204856.75
30518,2595064.0
30519,1530420.25
30520,3393231.0
30521,3866756.25
30522,2456528.5
30523,2519339.5
30524,2885873.5
30525,1652843.75
30526,2710003.75
30527,2466561.75
30528,1803024.875
30529,1896589.375
30530,2895276.5
30531,2496308.0
30532,3466762.5
30533,2425691.75
30534,3179393.5
30535,2021963.0
30536,2969614.5
30537,1995043.625
30538,2114836.25
30539,1482830.625
30540,2021963.0
30541,2175384.0
30542,3718988.5
30543,2461838.0
30544,2522972.5
30545,1919086.75
30546,3104016.75
30547,3822735.0
30548,2982784.25
30549,3511255.75
30550,2662029.0
30551,2727372.25
30552,3742263.5
30553,2052815.5
30554,3325205.0
30555,2207886.75
30556,2204856.75
30557,2220700.5
30558,3382156.0
30559,2220421.0
30560,2593564.75
30561,1883948.875
30562,2612000.0
30563,1607000.75
30564,2461507.0
30565,2544591.75
30566,2893832.75
30567,3742263.5
30568,2102693.5
30569,2103933.0
30570,2974535.0
30571,3422777.75
30572,2565368.75
30573,2021963.0
30574,2625020.25
30575,3242138.5
30576,2475365.5
30577,1777031.25
30578,3742263.5
30579,1979093.25
30580,2485447.25
30581,3801779.25
30582,2400144.75
30583,3179393.5
30584,2661643.0
30585,3502082.5
30586,2840934.5
30587,2765196.25
30588,2600561.5
30589,2343065.75
30590,2896420.0
30591,1804220.25
30592,3045780.0
30593,3023544.75
30594,1482830.625
30595,2063806.0
30596,3656194.5
30597,2021963.0
30598,2021963.0
30599,2402968.75
30600,1380100.625
30601,2517526.0
30602,3916547.25
30603,2026231.0
30604,1948737.375
30605,2021963.0
30606,3102998.5
30607,2865601.0
30608,4525182.0
30609,3024871.5
30610,3117280.0
30611,2009291.625
30612,2029489.625
30613,3549353.5
30614,1688537.0
30615,3618516.25
30616,2207886.75
30617,3183395.5
30618,2942789.5
30619,1426445.875
30620,3742263.5
30621,2360125.5
30622,2646050.25
30623,1733346.875
30624,3183838.75
30625,2750864.0
30626,2425893.0
30627,2774653.25
30628,2021963.0
30629,2459963.0
30630,1607000.75
30631,2441720.25
30632,2404628.5
30633,1548243.25
30634,2854872.75
30635,2021963.0
30636,2134156.75
30637,2021963.0
30638,1993141.875
30639,2523927.75
30640,3269415.5
30641,2212547.0
30642,3055400.75
30643,2598962.25
30644,2021963.0
30645,1942193.5
30646,3509183.5
30647,3189673.75
30648,2514162.25
30649,3916547.25
30650,2945375.5
30651,4211992.5
30652,3156237.25
30653,3686339.75
30654,3556584.5
30655,1848338.375
30656,2900815.25
30657,2983151.25
30658,4567520.5
30659,2639713.75
30660,2043141.75
30661,2298954.5
30662,3819328.0
30663,4246092.5
30664,1907540.25
30665,2913680.0
30666,3443483.0
30667,3529095.25
30668,2292537.25
30669,2819915.0
30670,3576888.0
30671,2409520.25
30672,2045377.875
30673,3166195.0
30674,2487927.75
30675,3742263.5
30676,1965850.375
30677,1596658.75
30678,2301077.75
30679,1733155.125
30680,2738736.5
30681,2554807.0
30682,3055400.75
30683,2021963.0
30684,2929218.0
30685,1833889.75
30686,2156541.5
30687,2738989.75
30688,2795649.75
30689,2189096.75
30690,2514162.25
30691,2692658.25
30692,2389251.25
30693,4018164.5
30694,2346496.0
30695,2678791.25
30696,1803563.125
30697,2231019.25
30698,2643873.5
30699,2378001.25
30700,2977856.0
30701,2021963.0
30702,2046082.125
30703,3989584.0
30704,2276378.5
30705,2806768.25
30706,2514162.25
30707,3967293.5
30708,2172643.0
30709,1802514.25
30710,2439223.0
30711,3989584.0
30712,2808227.5
30713,1786105.75
30714,2829370.25
30715,3087763.25
30716,2021963.0
30717,1996678.625
30718,2490175.75
30719,3425132.0
30720,1947678.25
30721,1892341.875
30722,1980024.0
30723,3492966.5
30724,1868357.625
30725,2217005.75
30726,1932473.375
30727,2021963.0
30728,2836513.5
30729,4417457.0
30730,3052532.0
30731,2207886.75
30732,2923750.5
30733,2159416.5
30734,1864422.125
30735,2668966.0
30736,1291751.375
30737,2128904.0
30738,1977142.625
30739,3446561.5
30740,3259978.5
30741,3418325.0
30742,2009291.625
30743,2565368.75
30744,3819328.0
30745,1841425.625
30746,2993901.75
30747,1848306.625
30748,3864161.0
30749,2203007.0
30750,3342644.25
30751,2868149.0
30752,3456294.5
30753,3088016.5
30754,2384002.75
30755,3450751.5
30756,1584248.625
30757,2418724.75
30758,2138830.75
30759,3236877.25
30760,4211992.5
30761,2514008.75
30762,3395749.75
30763,2276378.5
30764,2920161.5
30765,3706213.75
30766,4156819.75
30767,1774736.375
30768,1664160.5
30769,2355131.75
30770,2913680.0
30771,2937165.25
30772,2543330.25
30773,2292576.75
30774,2207886.75
30775,3019470.25
30776,1916131.5
30777,3559896.25
30778,2034619.25
30779,2921350.75
30780,1783499.875
30781,2021963.0
30782,2934194.75
30783,3011515.75
30784,3989584.0
30785,3272722.25
30786,2287747.75
30787,2287747.75
30788,3203731.0
30789,2753034.5
30790,1992051.125
30791,1864422.125
30792,1864422.125
30793,2586428.75
30794,2673635.75
30795,2949009.5
30796,2285065.75
30797,2281183.5
30798,2272669.25
30799,1796309.0
30800,2315759.25
30801,2207886.75
30802,3145611.75
30803,3502082.5
30804,3312974.0
30805,1919978.25
30806,1864422.125
30807,2468147.5
30808,2267253.0
30809,3989584.0
30810,2796919.25
30811,3466762.5
30812,2832675.0
30813,2561924.0
30814,3317742.0
30815,3385421.75
30816,2885843.25
30817,3916547.25
30818,2743196.0
30819,3046631.0
30820,2848533.5
30821,2481335.75
30822,2488758.5
30823,3017864.0
30824,2776437.25
30825,2746845.25
30826,2868444.5
30827,3221405.75
30828,1899766.375
30829,2050377.625
30830,3404806.75
30831,3885097.5
30832,2478703.5
30833,2142379.0
30834,2907268.25
30835,2567206.75
30836,3183838.75
30837,2801593.5
30838,2570509.25
30839,1981299.0
30840,2108846.5
30841,2192638.0
30842,2562776.75
30843,2344632.75
30844,1482830.625
30845,2048569.625
30846,2207886.75
30847,3369535.75
30848,3186104.5
30849,3177784.0
30850,2771294.75
30851,3470586.5
30852,2521158.75
30853,3847690.5
30854,3446771.75
30855,3058911.25
30856,2414892.0
30857,2497296.25
30858,2207886.75
30859,2829068.0
30860,2771577.5
30861,2204856.75
30862,2458530.0
30863,1429456.875
30864,1961114.875
30865,2313203.25
30866,2621630.5
30867,1827994.75
30868,3570266.25
30869,3013124.5
30870,2236982.5
30871,2102252.25
30872,3533480.0
30873,3294360.25
30874,2837452.5
30875,2353010.25
30876,2771530.0
30877,2283782.5
30878,2696646.5
30879,3076197.5
30880,2287747.75
30881,3916547.25
30882,4567520.5
30883,2136932.75
30884,2696646.5
30885,2942809.25
30886,2913404.75
30887,2950528.75
30888,1426445.875
30889,2650839.0
30890,2651984.5
30891,3782922.0
30892,4156819.75
30893,2207886.75
30894,3122722.25
30895,2697418.25
30896,1886183.5
30897,2819772.5
30898,3819328.0
30899,2049443.125
30900,3312974.0
30901,2185698.5
30902,3665824.0
30903,2269979.0
30904,2492549.25
30905,2696646.5
30906,2132533.25
30907,2565860.5
30908,2143648.0
30909,3031331.5
30910,3455777.0
30911,3932157.5
30912,3692937.25
30913,1921542.625
30914,2282809.25
30915,1392469.75
30916,3470586.5
30917,2078765.125
30918,3224513.25
30919,3750162.5
30920,1952677.5
30921,2738736.5
30922,2595816.5
30923,3312974.0
30924,2682807.75
30925,2553869.0
30926,2072610.75
30927,3056622.0
30928,2705095.0
30929,2682807.75
30930,2332286.75
30931,2499454.75
30932,1477907.75
30933,2746842.5
30934,3867047.5
30935,3819328.0
30936,1864422.125
30937,3186104.5
30938,2618137.5
30939,3304965.0
30940,2128678.75
30941,3318362.25
30942,3647588.75
30943,3271764.0
30944,3980728.75
30945,3010559.5
30946,2370685.0
30947,3575193.0
30948,3291282.75
30949,2977856.0
30950,2645084.0
30951,2228699.0
30952,2212547.0
30953,2973460.25
30954,4615283.0
30955,2127759.25
30956,2588422.5
30957,2027804.5
30958,2171100.0
30959,3285080.0
30960,2100480.75
30961,2630167.5
30962,2548572.25
30963,3312974.0
30964,1723484.875
30965,3165908.25
30966,2442829.0
30967,2530353.0
30968,4178015.0
30969,3294360.25
30970,1426445.875
30971,2601397.5
30972,3294360.25
30973,3769812.75
30974,3179393.5
30975,2076112.375
30976,3083834.75
30977,3483004.0
30978,3318976.25
30979,3474895.25
30980,2545232.5
30981,2776437.25
30982,2639713.75
30983,3627095.0
30984,2696646.5
30985,2920161.5
30986,2021963.0
30987,2609938.25
30988,3042966.5
